"Cod_Prod","Nom_Prod","Concent","Nom_Form_Farm","Nom_Form_Farm_Simplif","Presentac","Fracciones","Fec_Vcto_Reg_Sanitario","Num_RegSan","Nom_Titular","Situacion"
"28970","LIBRALER","2.5  mg/5 mL","Jarabe","SOLUCION","Frasco  X 60 mL","1","04/12/2021","N23070","FARMEDIC","ACT"
"29002","LIBRALER","5  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","100","14/12/2021","N23096","FARMEDIC","ACT"
"43712","LIBRALER","2.5  mg/5 mL","Jarabe","SOLUCION","Caja Frasco x 60 mL","1","04/12/2021","EN04658","FARMEDIC","ACT"
"54065","LIBRALGEN","120 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","7","23/07/2024","EN06968","LABORATORIOS AC FARMA S.A.","ACT"
"54066","LIBRALGEN","90 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","14","23/07/2024","EN06966","LABORATORIOS AC FARMA S.A.","ACT"
"50276","LIBREGRIP COMPUESTO","500 mg + 15 mg + 5 mg + 8 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tableta Recubierta","100","05/03/2023","EN07583","FARMEDIC","ACT"
"28817","LIBREGRIP COMPUESTO","","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","100","05/03/2013","N24423","FARMEDIC","ACT"
"31218","LIDERMA","0.1 %","Crema","CREMA","Caja Tubo X 15 g","1","22/05/2022","N27183","IQ FARMA","ACT"
"42193","LIDERMA","0.1 %","Crema","CREMA","Caja Tubo x 15 g","1","22/05/2022","EN04824","IQ FARMA","ACT"
"41509","LIDERMA","0.1 %","EMULSION TOPICA","EMULSION","Tubo x 20 g","1","19/01/2019","EN02231","IQ FARMA","ACT"
"42599","LIDO DENT ","2 %  +  1:80000","Solución Inyectable","INYECTABLE","Caja Cartucho x 1,8 mL","50","25/10/2021","EE04416","OQ PHARMA","ACT"
"43127","LIDO DENT ","2 %  +  1:80 000","Solución Inyectable","INYECTABLE","Caja Cartucho x 1,8 mL","1","25/10/2021","EE04416","OQ PHARMA","ACT"
"43128","LIDO DENT ","2 %  +  1:80 000","Solución Inyectable","INYECTABLE","Caja Cartucho x 1,8 mL","5","25/10/2021","EE04416","OQ PHARMA","ACT"
"43129","LIDO DENT ","2 %  +  1:80 000","Solución Inyectable","INYECTABLE","Caja Cartucho x 1,8 mL","10","25/10/2021","EE04416","OQ PHARMA","ACT"
"43130","LIDO DENT ","2 %  +  1:80 000","Solución Inyectable","INYECTABLE","Caja Cartucho x 1,8 mL","100","25/10/2021","EE04416","OQ PHARMA","ACT"
"43155","LIDO DENT BUCAL","10 % ","Solución Tópica","AEROSOL","Caja Frasco x 115 mL","1","23/05/2022","EE04951","OQ PHARMA","ACT"
"43156","LIDO DENT BUCAL","10 % ","Solución Tópica","AEROSOL","Caja Frasco x 115 mL","5","23/05/2022","EE04951","OQ PHARMA","ACT"
"43157","LIDO DENT BUCAL","10 % ","Solución Tópica","AEROSOL","Caja Frasco x 115 mL","25","23/05/2022","EE04951","OQ PHARMA","ACT"
"43158","LIDO DENT BUCAL","10 %","Solución Tópica","AEROSOL","Caja Frasco x 115 mL","50","23/05/2022","EE04951","OQ PHARMA","ACT"
"43159","LIDO DENT BUCAL","10 % ","Solución Tópica","AEROSOL","Caja Frasco x 115 mL","100","23/05/2022","EE04951","OQ PHARMA","ACT"
"42959","LIDOCAINA","2 %","Solución Inyectable","INYECTABLE","Caja Vial x 20 mL","20","06/09/2022","EN05577","CORVAL PHARMACEUTICAL S.A.C.","ACT"
"31029","LIDOCAINA","2 %","Solución Inyectable","INYECTABLE","Caja Vial x 20 mL","8","29/11/2020","NG2559","FARMACEUTICA OTARVASQ","ACT"
"29081","LIDOCAINA","2 %","Solución Inyectable","INYECTABLE","Caja Vial x 20 mL","20","29/11/2020","NG2559","FARMACEUTICA OTARVASQ","ACT"
"29584","LIDOCAINA","2 %","Solución Inyectable","INYECTABLE","Caja Vial x 20 mL","1","29/11/2020","NG2559","FARMACEUTICA OTARVASQ","ACT"
"29585","LIDOCAINA","2 %","Solución Inyectable","INYECTABLE","Caja Vial x 20 mL","4","29/11/2020","NG2559","FARMACEUTICA OTARVASQ","ACT"
"29586","LIDOCAINA","2 %","Solución Inyectable","INYECTABLE","Caja Vial x 20 mL","12","29/11/2020","NG2559","FARMACEUTICA OTARVASQ","ACT"
"6778","LIDOCAINA","2 %","Solución Inyectable","INYECTABLE","Ampolla X 20 mL","1","14/12/2020","NG0037","LUSA","ACT"
"6790","LIDOCAINA","5 %","Solución Inyectable","INYECTABLE","Ampolla X 2 mL","5","22/03/2017","NG3278","LUSA","ACT"
"6791","LIDOCAINA","5 %","Solución Inyectable","INYECTABLE","Ampolla X 2 mL","25","22/03/2017","NG3278","LUSA","ACT"
"38830","LIDOCAINA","2 %","Solución Inyectable","INYECTABLE","Caja Vial x 20 mL","20","29/11/2020","EN02383","FARMACEUTICA OTARVASQ","ACT"
"38517","LIDOCAINA","2 %","Solución Inyectable","INYECTABLE","Caja Vial x 20 mL","1","07/03/2020","EN00901","LUSA","ACT"
"37844","LIDOCAINA","2 %","Solución Inyectable","INYECTABLE","Caja Vial x 20 mL","25","14/12/2020","EN02462","LUSA","ACT"
"37155","LIDOCAINA","2 %","Solución Inyectable","INYECTABLE","Caja Vial x 20 mL","25","07/03/2020","EN00901","LUSA","ACT"
"37080","LIDOCAINA","2 %","Solución Inyectable","INYECTABLE","Caja Ampolla x 20 mL","25","14/12/2020","NG0037","LUSA","ACT"
"33966","LIDOCAINA","5 %","Ungüento","UNGUENTO","Tubo x 10 g","1","12/11/2017","NG6397","LUSA","ACT"
"47610","LIDOCAINA","2%","Gel","JALEA","Caja Tubo x 10 mL","25","22/03/2023","EN06004","MEDIFARMA","ACT"
"47650","LIDOCAINA","2%","Gel","JALEA","Caja Tubo x 30 mL","100","22/03/2023","EN06004","MEDIFARMA","ACT"
"50856","LIDOCAINA ","1 %  ","Solución Inyectable","INYECTABLE","Caja Ampolla x 3.5 mL","25","30/01/2022","EN05144","MEDIFARMA","ACT"
"34801","LIDOCAINA 2 % CON EPINEFRINA SIN PRESERVANTE","2 %","Solución Inyectable","INYECTABLE","Ampolla X 20 mL","1","21/06/2021","NG4988","DISTRIBUIDORA DANY S.A.C.","ACT"
"29391","LIDOCAINA 2 % CON EPINEFRINA SIN PRESERVANTE","2 %","Solución Inyectable","INYECTABLE","Caja Vial x 20 mL","25","21/06/2021","NG4988","DISTRIBUIDORA DANY S.A.C.","ACT"
"28776","LIDOCAINA 2 % CON EPINEFRINA SIN PRESERVANTE","2 %","Solución Inyectable","INYECTABLE","Caja Vial x 20 mL","25","10/04/2017","NG5285","LUSA","ACT"
"27815","LIDOCAINA 2 % CON EPINEFRINA SIN PRESERVANTE","2 %","Solución Inyectable","INYECTABLE","Caja Vial x 20 mL","1","10/04/2017","NG5285","LUSA","ACT"
"44769","LIDOCAINA 2% CON EPINEFRINA","1:100 000","Solución Inyectable","INYECTABLE","Caja Carpulas x 1.8 mL","50","27/02/2019","EN05581","MEDIFARMA","ACT"
"52924","LIDOCAINA 2% CON EPINEFRINA 1:200 000 SIN PRESERVANTE","2 %","Solución Inyectable","INYECTABLE","Caja Vial x 20 mL","25","10/04/2022","EN07066","LUSA","ACT"
"51246","LIDOCAINA CLORHIDRATO","2 %","Solución Inyectable","INYECTABLE","Caja Ampolla x 20 mL","10","15/05/2023","EE07626","JPS DISTRIBUCIONES","ACT"
"51847","LIDOCAINA CLORHIDRATO","2 %","Solución Inyectable","INYECTABLE","Caja Vial x 20 mL","1","30/09/2025","EE08988","AGRIPINO SARMIENTO","ACT"
"44868","LIDOCAINA CLORHIDRATO","2%","Gel","JALEA","Caja Tubo x 30 g","1","24/11/2022","EE05458","DISTRIBUIDORA DANY S.A.C.","ACT"
"44561","LIDOCAINA CLORHIDRATO","1%","Solución Inyectable","INYECTABLE","Caja Ampolla x 3.5 mL","5","01/09/2022","EE05251","INTIPHARMA S.A.C.","ACT"
"26824","LIDOCAINA CLORHIDRATO","35  mg/3.5 mL","Solución Inyectable","INYECTABLE","Ampolla X 3.5 mL","1","15/03/2017","NG3262","EUROFARMA PERU","ACT"
"33982","LIDOCAINA CLORHIDRATO","2 %","Solución Inyectable","INYECTABLE","Caja Ampolla x 20 mL","10","15/05/2018","EG6501","JPS DISTRIBUCIONES","ACT"
"41369","LIDOCAINA CLORHIDRATO SIN PRESERVANTE","2 %","Solución Inyectable","INYECTABLE","Caja Vial x 20 mL","5","21/06/2021","EN02993","DISTRIBUIDORA DANY S.A.C.","ACT"
"40336","LIDOCAINA PESADA","5 %","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL","100","16/12/2018","EE03953","SANDERSON","ACT"
"53339","LIDOCAINA SIN PRESERVANTE","2 %","Solución Inyectable","INYECTABLE","Caja Vial x 20 mL","1","02/11/2025","EE09099","DROGUERIA DANY S.A.C.","ACT"
"53657","LIDO-DENT","2 % + 1:80 000","Solución Inyectable","INYECTABLE","Caja Cartucho x 1,8 mL","50","25/10/2021","EE04416","OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.","ACT"
"51432","LIDOKAM","2 %","Solución Inyectable","INYECTABLE","Caja Vial x 20 mL","1","18/03/2024","EE07073","AGRIPINO SARMIENTO","ACT"
"45377","LIDOPHARM","2%","Jalea","JALEA","Caja Tubo x 30 g","1","01/12/2022","EE05505","OQ PHARMA","ACT"
"47908","LIDOPHARM","2 %","Jalea","JALEA","Caja Tubo x 10 g","1","01/12/2022","EE05505","OQ PHARMA","ACT"
"51931","LIFLUREUMIN","20 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","30","18/04/2026","EE09669","DROGUERIA LIPHARMA S.A.C","ACT"
"50591","LIGNOCAINA","10 %","Solución Tópica","AEROSOL","Caja Frasco x 50 g","1","23/01/2025","EE08449","AGRIPINO SARMIENTO","ACT"
"46989","LIKFERR","100 mg/5 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 5 mL","5","26/12/2023","EE06851","EMCURE","ACT"
"47523","LIMENDAN","2.5 mg /mL","CONCENTRADO PARA SOLUCION INYECTABLE","INYECTABLE","Caja Vial x 5 mL","1","31/05/2021","EN03778","LABORATORIOS AC FARMA S.A.","ACT"
"50676","LIMIAR","75 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsula","30","28/03/2024","EE07123","EUROFARMA PERU","ACT"
"50677","LIMIAR","150 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsula","30","28/03/2024","EE07121","EUROFARMA PERU","ACT"
"48601","LIMONADA PURGANTE MARKOS 2.5MG/100ML","2.5 mg/ 100 mL","Solución Oral","SOLUCION","Frasco x 200 mL","1","19/12/2022","EN07138","LABORATORIOS FARMACEUTICOS MARKOS S.A.","ACT"
"38673","LIMONADA PURGANTE MARKOS LIBRE DE CALORIAS","","Solución Oral","SOLUCION","Frasco x 200 mL","1","03/11/2019","EN03813","LABORATORIOS FARMACEUTICOS MARKOS S.A.","ACT"
"6816","LINCOCIN","500  mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","96","14/12/2012","E20081","PFIZER S.A.","ACT"
"42744","LINCOCIN","600  mg/2 mL","Solución Inyectable","INYECTABLE","Caja Vial x 2 mL","1","21/06/2022","EE05045","PFIZER S.A.","ACT"
"48840","LINCOCIN ","500 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsula","96","14/12/2022","EE08047","PFIZER S.A.","ACT"
"48294","LINCODAM","600 mg/ 4 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 4 mL","10","24/10/2023","EE06480","JPS DISTRIBUCIONES","ACT"
"47011","LINCOMAX","60 mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL","25","05/03/2024","EE07042","DISTRIBUIDORA DANY S.A.C.","ACT"
"50480","LINCOMAX ","600 mg/ 2 mL","Solución Inyectable","INYECTABLE","Caja Ampollas x 2 mL","10","05/03/2024","EE07042","DISTRIBUIDORA DANY S.A.C.","ACT"
"50455","LINCOMICINA ","600 mg/ 2 mL ","Solución Inyectable","INYECTABLE","Caja Ampolla x 2mL","10","25/02/2025","EN07876","MEDIFARMA","ACT"
"51008","LINCOMICINA","600 mg / 2 mg","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL","6","04/11/2023","EE01106","SANOFI - AVENTIS DEL PERU S.A.","ACT"
"53788","LINCOMICINA","600 mg/ 2 mL","Solución Inyectable","INYECTABLE","Caja Ampollas x 2 mL","10","29/09/2024","EE09283","VITALIS PERU S.A.C.","ACT"
"45367","LINCOMICINA ","600  mg/ 2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL","6","04/11/2018","EE01106","SANOFI - AVENTIS DEL PERU S.A.","ACT"
"45803","LINCOMICINA","600 mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL","50","17/07/2022","EE05103","PHARMAGEN S.A.C.","ACT"
"48287","LINCOMICINA","600 mg/ 2 mL	","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL	","10","29/09/2019","EG6541","VITALIS PERU S.A.C.","ACT"
"50171","LINCOMICINA ","600 mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL","25","14/05/2024","EN06784","LUSA","ACT"
"44989","LINCOMICINA"," 600  mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL","10","17/07/2022","EE05103","PHARMAGEN S.A.C.","ACT"
"39423","LINCOMICINA","600  mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL","50","29/04/2020","EE01036","PHARMAGEN S.A.C.","ACT"
"39394","LINCOMICINA","600  mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL","10","29/04/2020","EE01036","PHARMAGEN S.A.C.","ACT"
"39618","LINCOMICINA","500  mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","20","02/09/2018","EN01834","FARMINDUSTRIA S.A.","ACT"
"38376","LINCOMICINA","600  mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL","6","04/11/2018","EE01106","GENFAR","ACT"
"35078","LINCOMICINA","600  mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL","10","29/09/2019","EG6541","VITALIS PERU S.A.C.","ACT"
"6828","LINCOPLUS","500  mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","12","10/02/2017","N16287","MEDIFARMA","ACT"
"6829","LINCOPLUS","500  mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","60","10/02/2017","N16287","MEDIFARMA","ACT"
"23093","LINCOPLUS","500  mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","100","10/02/2017","N16287","MEDIFARMA","ACT"
"39178","LINCOPLUS","600  mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL","5","10/02/2017","EN03049","MEDIFARMA","ACT"
"47667","LINCOPLUS","300 mg/mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 1 mL","1","08/09/2019","EN05779","MEDIFARMA","ACT"
"47668","LINCOPLUS","300 mg/mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 1 mL","3","08/09/2019","EN05779","MEDIFARMA","ACT"
"44524","LINCOVAS ","600  mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL","25","11/05/2022","EN05351","FARMACEUTICA OTARVASQ","ACT"
"43518","LINCOVAS","600  mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL","1","11/05/2022","EN05351","FARMACEUTICA OTARVASQ","ACT"
"42679","LINDIOL 1","1.5  mg","Tableta Recubierta","TABLETA","Caja dispensadora, Caja Envase Blister x 1 Tableta","20","15/09/2021","EE04391","MKS UNIDOS","ACT"
"42680","LINDIOL 1","1.5  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","1","15/09/2021","EE04391","MKS UNIDOS","ACT"
"32827","LINDIOL 1","1.5  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","20","15/09/2021","E22561","MKS UNIDOS","ACT"
"35798","LINDIOL 1","1.5  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","1","15/09/2021","E22561","MKS UNIDOS","ACT"
"46755","LINDIOL 1","1.5 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubierta","20","15/09/2021","EE04391","LABORATORIOS FARMACEUTICOS MARKOS S.A.","ACT"
"53689","LINELID","600 mg/ 300 mL","Solución para Perfusión","INYECTABLE","Caja Bolsa x 350 mL","1","30/09/2026","EE10261","FARMA VITA","ACT"
"54062","LINEZOLID","2 mg/ mL","Solución para Perfusión","INYECTABLE","Caja Bolsa Freeflex x 300 mL","10","06/03/2023","EE05770","FRESENIUS KABI PERU S.A.","ACT"
"45602","LINEZOLID","2  mg/mL","Solución para Perfusión","INYECTABLE","Caja Frasco x 300 mL","10","08/05/2023","EE05954","SANDERSON","ACT"
"45603","LINEZOLID","2  mg/mL","Solución para Perfusión","INYECTABLE","Caja Frasco x 300 mL","50","08/05/2023","EE05954","SANDERSON","ACT"
"45604","LINEZOLID","2  mg/mL","Solución para Perfusión","INYECTABLE","Caja Bolsa x 300 mL","10","06/03/2023","EE05770","SANDERSON","ACT"
"45605","LINEZOLID","2  mg/mL","Solución para Perfusión","INYECTABLE","Caja Bolsa x 300 mL","50","06/03/2023","EE05770","SANDERSON","ACT"
"49407","LINEZOLID ","2 mg /mL","Solución para Perfusión","INYECTABLE","Caja Bolsa con Sobrebolsa x 300 mL","10","18/12/2023","EE06761","J&M","ACT"
"49404","LINEZOLID","600 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Comprimido Recubierto","10","22/06/2023","EE06099","J&M","ACT"
"34882","LINEZOLID","600  mg/300 mL","Solución Inyectable","INYECTABLE","Bolsa X 300 mL","1","23/07/2014","EG6215","J&M","ACT"
"38044","LINEZOLID","2  mg/mL","Solución Inyectable","INYECTABLE","Frasco x 300 mL","1","30/06/2020","EE01360","HANAI","ACT"
"41937","LINEZOLID ","600  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","30","11/08/2021","EE03804","SEVEN","ACT"
"46511","LINZOL","2%","Crema","CREMA","Tubo X 15 g","1","03/12/2018","EN01175","DROGUERIA INRETAIL PHARMA S.A.C.","ACT"
"52532","LINZOL®","200 mg","Tableta","TABLETA","Caja Envase Blíster Tableta ","100","07/04/2026","EN08553","DROGUERIA INRETAIL PHARMA S.A.C.","ACT"
"51804","LIPASMAT","10 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","30","29/03/2026","EE09623","DROGUERIA LIPHARMA S.A.C","ACT"
"51805","LIPASMAT","10 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","100","29/03/2026","EE09623","DROGUERIA LIPHARMA S.A.C","ACT"
"52519","LIPBACZOL-960","800 mg + 160 mg","Tableta","TABLETA","Caja Envase Blíster Tableta ","100","24/06/2026","EE09869","DROGUERIA LIPHARMA S.A.C","ACT"
"53360","LIPBAY-90","90 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","10","30/10/2026","EE10351","DROGUERIA LIPHARMA S.A.C","ACT"
"50734","LIPCLOVIR-200","200 mg","Tableta","TABLETA","Caja Envase Blister Tabletas","30","23/09/2025","EE08969","DROGUERIA LIPHARMA S.A.C","ACT"
"47820","LIPCOBEL","0.05 %","Crema","CREMA","Caja Tubo x 30 g","1","11/04/2024","EE07199","DROGUERIA LIPHARMA S.A.C","ACT"
"51076","LIPDEX","4 mg","Tableta","TABLETA","Caja Envase Blíster Tableta ","30","26/10/2025","EE09062","DROGUERIA LIPHARMA S.A.C","ACT"
"52339","LIPDEX","4 mg","Tableta","TABLETA","Caja Envase Blíster Tableta","100","26/10/2025","EE09062","DROGUERIA LIPHARMA S.A.C","ACT"
"47358","LIPEBIN","3.33 g/5 mL","Solución Oral","SOLUCION","Caja Frasco x 90 mL","1","15/03/2019","EN01746","FARMINDUSTRIA S.A.","ACT"
"40404","LIPEBIN","3.33 g/5 mL","Solución Oral","SOLUCION","Caja Frasco x 180 mL","1","15/03/2019","EN01746","FARMINDUSTRIA S.A.","ACT"
"40405","LIPEBIN","3.33 g/5 mL","Solución Oral","SOLUCION","Caja Frasco x 240 mL","1","15/03/2019","EN01746","FARMINDUSTRIA S.A.","ACT"
"40406","LIPEBIN","3.33 g/5 mL","Solución Oral","SOLUCION","Caja Frasco X 300 mL","1","15/03/2019","EN01746","FARMINDUSTRIA S.A.","ACT"
"39682","LIPEBIN SABOR A CEREZA","3.33 g/5 mL","Solución Oral","SOLUCION","Caja Frasco X 90 mL","1","05/12/2020","EN01330","FARMINDUSTRIA S.A.","ACT"
"26147","LIPEBIN SABOR A CEREZA","3.33 g/5 mL","Solución Oral","SOLUCION","Caja Frasco X 90 mL","1","05/12/2020","N22175","FARMINDUSTRIA S.A.","ACT"
"38349","LIPELOSA","3.3 g/5 mL","Solución Oral","SOLUCION","Caja Frasco x 180 mL","1","08/01/2020","EN00563","CORPORATION MECOFARM SOCIEDAD ANONIMA CERRADA - CORPORATION MECOFARM S.A.C.","ACT"
"35263","LIPELOSA","3.3 g/5 mL","Solución Oral","SOLUCION","Frasco X 180 mL","1","08/01/2020","EN00563","CORPORATION MECOFARM SOCIEDAD ANONIMA CERRADA - CORPORATION MECOFARM S.A.C.","ACT"
"53252","LIPELOSA ","3.3 g/ 5 mL","Solución Oral","SOLUCION","Caja Frasco x 180 mL + Accesorio","1","08/01/2025","EN00563","CORPORATION MECOFARM SOCIEDAD ANONIMA CERRADA - CORPORATION MECOFARM S.A.C.","ACT"
"47821","LIPFUNGOL","1 %","Crema","CREMA","Caja Tubo x 15 g","1","27/03/2024","EE07114","DROGUERIA LIPHARMA S.A.C","ACT"
"47822","LIPFUNGOL","1 %","Crema","CREMA","Caja Tubo x 20 g","1","27/03/2024","EE07114","DROGUERIA LIPHARMA S.A.C","ACT"
"47551","LIPHGESTREL F-28","0.15 mg + 0.03 mg","Tableta Recubierta","TABLETA","Caja Dispensadora x 10 Cajas Envase Blíster x 28 Tabletas Recubiertas","280","05/04/2024","EE07163","DROGUERIA LIPHARMA S.A.C","ACT"
"52340","LIPHGESTREL F-28","0.15 mg + 0.03 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster x 28 Tableta Recubierta","1","05/04/2024","EE07163","DROGUERIA LIPHARMA S.A.C","ACT"
"44991","LIPHGESTREL-28","0.15  mg  +  0.03  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas","10","14/02/2023","EE05707","DROGUERIA LIPHARMA S.A.C","ACT"
"51778","LIPIBAL","40 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","10","20/07/2025","EN08108","JOBAL PHARMA","ACT"
"51779","LIPIBAL","40 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","100","20/07/2025","EN08108","JOBAL PHARMA","ACT"
"43657","LIPIBEC","20  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","30","25/08/2021","EE03937","TEVA PERU S.A.","ACT"
"43549","LIPIBEC","40  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","30","25/08/2021","EE03946","TEVA PERU S.A.","ACT"
"47869","LIPIDOZILO","20 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tableta Recubierta","30","11/02/2024","EN06892","SHERFARMA S.A.C.","ACT"
"48425","LIPIDOZILO ","20 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta ","30","11/02/2019","N25566","SHERFARMA S.A.C.","ACT"
"33342","LIPIMID 10","10  mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","30","12/05/2014","E21686","QUIMFA","ACT"
"33181","LIPIMID 20","20  mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","30","20/05/2014","E21708","QUIMFA","ACT"
"33182","LIPIMID 40","40  mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","30","20/07/2019","E21811","QUIMFA","ACT"
"52607","LIPIMID 40","40 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimido","30","20/07/2024","EE03851","QUIMFA","ACT"
"33223","LIPIMID 80","80  mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","30","12/05/2014","E21689","QUIMFA","ACT"
"6897","LIPIPRESS","10  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","30","29/08/2021","N22792","VITA PHARMA","ACT"
"39361","LIPIPRESS","10  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","100","29/08/2021","N22792","VITA PHARMA","ACT"
"39508","LIPIPRESS","80  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","30","23/10/2020","EN02446","VITA PHARMA","ACT"
"39509","LIPIPRESS","80  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","100","23/10/2020","EN02446","VITA PHARMA","ACT"
"46051","LIPIPRESS","10 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas","30","29/08/2021","EN04933","VITA PHARMA","ACT"
"50909","LIPIPRESS® 20","20 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","30","20/02/2025","EN07867","VITA PHARMA","ACT"
"50740","LIPIPRESS® 40","40 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tableta Recubierta","30","24/02/2025","EN07872","VITA PHARMA","ACT"
"48667","LIPIROX 2%","2 %","Ungüento","UNGUENTO","Caja Tubo x 15 g","1","26/11/2024","EE08080","DROGUERIA LIPHARMA S.A.C","ACT"
"48668","LIPIROX 2%","2 %","Ungüento","UNGUENTO","Caja Tubo x 20 g","1","26/11/2024","EE08080","DROGUERIA LIPHARMA S.A.C","ACT"
"48497","LIPITOR","40 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas","14","11/07/2024","EE07541","PFIZER S.A.","ACT"
"49050","LIPITOR","80 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tableta Recubierta","14","23/07/2023","EE08260","PFIZER S.A.","ACT"
"42754","LIPITOR","10  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","30","23/09/2021","EE04188","PFIZER S.A.","ACT"
"42756","LIPITOR ","20  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","30","23/09/2021","EE04189","PFIZER S.A.","ACT"
"34981","LIPITOR","40  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","14","11/07/2019","E23243","PFIZER S.A.","ACT"
"35201","LIPITOR 80MG","80  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","14","23/07/2018","E23099","PFIZER S.A.","ACT"
"53187","LIPMIXIN 500","500 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","30","12/08/2026","EE10068","DROGUERIA LIPHARMA S.A.C","ACT"
"53779","LIPO-FILM F","40 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas","100","31/03/2022","EN05278","G & R","ACT"
"52300","LIPOFUNDIN MCT/LCT","20 %","Emulsión Inyectable","INYECTABLE","Frasco x 500 mL","1","02/12/2023","EE08248","BRAUN","ACT"
"52641","LIPORAL","20 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","20","06/05/2025","EN01319","IQ FARMA","ACT"
"52677","LIPORAL","10 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","30","30/05/2025","EN01318","IQ FARMA","ACT"
